제목,날짜,abstract
표현주의 화가 에드바르 뭉크 작품을 대상으로 한 KHTP분석 연구,2016.5,"본 논문은 시각적인 심리치료인 미술치료의 관점에서 시각예술인 회화와 판화작가였던 뭉크의 작품을 미술치료의 시각으로 분석하였다.  독특한 삶의 경험과 정신질환을 가진 뭉크는 불행했다.  또한 표현주의의 기법은 기존의 전통적인 회화양식과 달리 작가의 감정, 사고에 따라 강렬하고, 파격적인 표현방법이 특징적이다.  이는 미술치료 안에서 환자들의 심리정서적인 표현과 동질적인 면이 있어서 본 논문을 착안하였다. 본 연구의 목적은 표현주의 거장 에드바르 뭉크의 생애와 작품을 미술치료진단검사법 KHTP를 통해 분석하여 창조적 미술 활동에서 내면의 고통을 치유하여 고난의 삶을 이겨낸 화가 에드바르 뭉크의 생을 이해하는데 있다."
그림책이 갖는 자기 치유에 관한 존재론적 탐구,2016.8,"이처럼 그림책을 만드는 과정은 자신의 감정을 직면하고 반영할 수 있는 공감의 대상이 되며 자기탐구와 분석의 효과적인 매체로서 미술과 언어의 상호보완적 기능을 활용할 수 있는 치료방법이 될 수 있다고본다. The goal of this study was to examine the self-healing process regarding one's experience with his or her family through the development of a picturebook.  In addition, this study assessed the internal process of creating a picturebook.  This research was conducted from October 2014 to January 2016 and the subjects included my parents and me.  An unstructured method was used through casual discussions between my parents and I and through observations."
공동화 참여자들의 협력적 상호작용 경험 연구: 6인조 협력적 그림검사(S-CDT)를 중심으로,2016.8,
발달지연 손해배상청구 소송에 관한 소고 - 부산고등법원 2019나53658 손해배상 판결 -,2023.11,"이로 인해 중증 아동들의 치료를 담당하던 사설 발달재활서비스센터의 인력들이 수입이 높은 실비센터로 유입되는 상황이 전개되고 있다.  사설센터의 인력이 실비센터로 이동하면서 사설센터 이용 아동은 재활치료 기회가 감소하는 상황이며, 발달지연 아동들은 집중치료가 필요함에도 과도한 환자 유치로 인해 충분한 진료시간을 제공받지 못하는 실정이다.   과거 발달지연 치료는 병원과 연계한 상담센터 등에서 심리 및 미술 치료만 받아도 실손보험금 청구가 가능했는데, 이를 악용하는 사례가 증가하면서 보험사의 지급심사가 강화되는 추세이다.  이에 이 글에서는 발달지연 손해배상청구소송에 대한 판례를 검토함으로써 발달지연 관련 실손보험금 청구의 쟁점과 문제점을 검토하고, 향후 개선방안을 모색하였다.  자격을 갖춘 의료인과 의료기사 등의 의료행위에 준하여 발달지연 치료사의 행위를 파악하는 것이 타당한 것으로 보인다."
대상자의 사전정보가 투사적 그림검사를 이용한 청소년 정서행동평가의 확증편향에 미치는 영향,2016.6,"투사적 그림검사를 사용하여 정서행동과 같은 심리적 특성을 평가하려는 노력이 심리치료분야에서 오랫동안지속되어 왔음에도 불구하고, 신뢰도와 타당도를 입증하는 과학적 연구결과를 도출하는데 여러 가지 제한점을가지고 있다.  특히 투사적 그림검사는 평가자에게 일어나는 확증편향 현상을 배제하기 어렵기 때문에 그림평가에 있어 확증편향 현상이 어떻게 일어나는지를 밝히는 것은 투사적 그림검사의 임상적용성에 매우 중요한 요소이다.  본 연구에서는 대상자의 사전정보가 그림을 통한 정서행동평가에 어떤 영향을 미치는지 알아보기 위해무선할당 통제군 설계를 통하여 사전정보의 효과를 검증하고자 하였다.  서울시내 초등학교 5, 6학년에 재학 중인 학생 171명이 청소년 정서행동 그림검사(EBDT)에, 6인의 미술치료사가 그림의 평정자로 참여하였다.  학생들의 긍정적 자동사고 점수를 토대로 세 집단에 동질하게 무선할당하고 각각의 집단에 부정적 사전정보, 긍정적사전정보, 사전정보를 주지 않는 처치를 하였다."
청소년의 우울사정도구로서의 나무검사(Baum test)의 활용가능성,2016.6,
성인 신체장애인의 도예작업 체험에 관한 해석학적 현상학 연구,2016.6,
강박장애의 관점에서 본 쿠사마 야요이의 작품세계,2016.4,"그것은 강박장애를 극복하기 위한 작품의 제작과정이었고, 창작활동 그 자체에 치료적 가치를 두었던 Kramer의 입장과 일치한다.  이와 같이 본 논문에서는 강박장애의 관점에서 쿠사마 야요이의작품세계를 고찰하여, 그녀의 작품세계는 강박장애를 치유하는 과정임을 확인하였다.  이에 본 연구는 미술치료적 입장에서 쿠사마 야요이의 작품세계를 이해할 뿐만 아니라, 강박장애 환자의 작품세계를 이해하는데 그 의의가 있다. This thesis considers the world of Yayoi Kusama's works in view of obessive-compulsive disorder, and checks the curing process of Yayoi Kusama's disease through the revision of her works.  Her obsessivecompulsive disorder presented in her childhood to all her life whenever she felt the fear, she created works of art, which helped her feel more comfortable."
초등학생이 지각하는 가족건강성과 물고기가족화 반응특성 연구,2016.4,
대학생의 자아탄력성과 좋아하는 날씨(FKW)그림 반응 특성연구: 부산지역 대학생을 중심으로,2016.4,
모성회귀 체험에 관한 존재론적 탐구,2016.2,"이로써 모성회귀는 전 생애를 다루는 실존적인 의미로탐색되며, 개인의 신체성에 기반이 된 능동적인 활동으로써 삶의 역설적인 내용뿐 아니라 인간보편성과 독특성의 통합을 이룰 수 있는 미술치료로서 응용 가능성을 볼 수 있다. This study inquired into the nature of the experience during in the self-healing period in regression from our realistic life during the psychological process of maternal regression and the effect of maternal regression on life.  The researcher carried out the research ontologically on the maternal regression activities, targeting 8 middle-aged office workers residing in a big city and having their children.  As a result, total 40 stories were found in total on the maternal regression of the participants.  The meaning of the maternal regression experience is summarized as follows: First, 'coloring the shadows in the mind with the form of one's life', Second, 'healing process transcending the life'."
성인여성의 어린 시절 학대경험과 어머니로서의 현재 양육환경에 대한 질적연구,2016.2,
다문화여성의 문양만다라에 반영된 색채반응과 가족관계 만족도와의 관계,2015.12,결론적으로 본 연구결과는 색채반응과 가족관계 만족도 간의 관계에 대한 이론적 논거와 미술치료 기법에 대한 정보를 제공한다.  즉 임상 및 미술치료에서 색채반응을 토대로 가족관계를 예측할 수 있고 또한 이를 통해 원만한 가족관계를 위한 색채치료 방안을 제시할 수 있을 것이다. The purpose of this study was to identify the color response patterns of multicultural women and to determine if there is causation between color response patterns and satisfaction in family relationships.  The patterns of color response were identified by factor analysis and the result was a seven-factor solution.  The seven patterns explained 73.
실내 그림의 투사적 검사로의 활용가능성 탐색에 대한 기초연구,2015.12,"연구의 대상은 2012년 3월에서 2015년 6월까지 D시에 소재하는 연구자의 치료실을 내방한 청소년과 성인으로서 병원에서 우울, 사회성 장애, 지적장애, 성정체성, 경계선 성격장애, 복합 PTSD, ADD 등 진단을 받은 임상군 15명과 학업 중단숙려제 학생, 낮은 자아개념과 대인관계의 어려움을 가진 일반사례 5명으로 모두 20명이다.  연구결과, 첫째, 실내그림은 우울, 애착, 사회성, 성 정체성 문제 등을 가진 임상군에서 개인의 특징적인 증상을 아주 뚜렷하게 보여 주었다.  둘째, 실내그림은 다른 투사그림검사보다 피검자의 내밀한 내면세계와 정체성, 관계에 관련된 부분이 종합적으로 나타나, 자기세계에 대한 상징을 해석하는 투사적 그림 검사로서 의미가 있었다. This study aimed to determine whether indoor scene painting has the potential for utilization as a projection tool that could clarify meaning in clients' inner worlds(their present situations, desires, emotional issues, concepts of ego and so on) and the meaning of important others.  The samples in this study comprised adolescents and adults who visited our office from March, to June, 2015 in D city."
Jackson Pollock의 드리핑 작업과 난화 사이의 유사성에 관한 연구,2015.12,
모자화(Mother and Child Drawings)에 나타난 자아탄력성에 관한 연구: 대학생을 중심으로,2015.12,
S-HTP와 K-HTP 그림검사의 반응특성 비교 연구,2015.10,"본 연구는 HTP에서 응용 발전된 S-HTP와 K-HTP가 치료사의 지시어에 따라서 그림의 표현과 반응특성이 달라질 수 있다는 인식에서 출발하였다.  두 검사 모두 집, 나무, 사람을 그리는 것은 동일하지만, K-HTP는 동적인 사람을 표현하게 하는 차이점이 있다.  이에 본 연구는 두 검사 간의 전체적 양식, 집 그림, 나무 그림, 사람 그림의 반응특성을 비교 분석하여 두 검사의 차이를 알아보고자 하였다.  대학생 238명을 대상으로 두 그림검사를 시행하였고, 수집된 자료의 분석은 SPSS 22. 0을 이용하여 x²검정을 하였다."
발테그 그림검사(WZT)의 자극그림과 대학생 우울에 관한 연구,2015.10,
초등학생의 자존감 수준에 따른 나무검사(Baum Test)의 반응특성,2015.10,
초등학생의 공격성 선별도구로서의 얼굴자극그림검사(FSA) 타당화 연구,2015.8,
대학생의 풍경구성기법(LMT)에 표현된 상징적 의미와 심리 특성,2015.6,
성인의 모자화 타당화 연구,2015.6,
"성인 남성의 성몰입, 공격성 및 적대감, 철회에 관한 연구 -성범죄, 일반범죄, 일반 성인 집단간 비교를 중심으로-",2015.6,
대학생의 모자화 반응특성과 애착에 관한 연구,2015.6,
정서・행동 과잉통제 청소년의 청소년주제통각검사(TAT-A) 경험 탐구,2023.12,
성격진단도구로서 만다라의 색채상징 활용가능성 연구,2015.2,
아동의 애착유형별 동적가족화(KFD) 반응 특성 연구,2015.2,
성인의 삶의 질에 따른 길 그림 반응특성 연구,2015.2,
아동의 우울과 얼굴자극검사(FSA) 반응 특성의 관계,2015.2,
비행청소년의 문양만다라 색채반응성이 자아존중감에 미치는 영향,2014.12,"본 연구에서는 비행청소년을 대상으로 자아존중감과 문양만다라의 색채반응성 간 인과관계를 분석하여 미술치료 적용 방안의 이론적 논거를 제시하였다.  첫째, 사회인구학적 차이 분석에서 청록에 대한 반응성은 여학생이 더 높고 보라와 회색은 남학생이 더 높았다.  가족유형에서 청록은 모자가정 청소년이, 초록과 회색은 부자가정 청소년의 반응성이 더 높았다.  둘째, 요인분석 결과, 자아존중감은 관계적, 성취적, 울화적, 소외적, 위축적 차원으로 분류되었다.  셋째, 자아존중감 차원과 색채반응성 간 관계를 알아보기 위해 회귀분석을 적용한 결과 관계적 차원은 주황, 노랑, 보라, 마젠타와 유의한 관계가 있고, 성취적 차원은 청록, 초록, 회색, 검정에 대한 반응성과 관계가 있다."
